t,United States,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,New England,Mideast,Great Lakes,Plains,Southeast,Southwest,Rocky Mountain,Far West
April 1 2016,17639417,191008.8,52761,288306.4,114751.7,2484499.7,314133.1,243454.6,63279.8,119635.7,862529.6,495953.2,78760.2,65355.3,746937.6,315659.4,167967,149572.9,182305.9,228515.2,55097.8,356416.9,477834,452904.5,316684.7,100596.3,275231.3,43862.5,110245.7,137782.8,72893.9,538805.6,91471.6,1394731,472680.8,50756.6,584277.7,190662.8,200375,688508.1,53098.2,194705.1,45356.3,306611.9,1595614.8,146050.3,29309.4,455141.4,455679.8,68902.5,290183.9,38081.2,931651.2,3161472.1,2390039,1116026.4,3674924.6,2166861.4,607848,3410117.3
July 1 2016,17735074,190751.8,52314.6,291788.7,114285.6,2510596.8,319164,242174.2,62991.3,119253.7,873844.1,499574,78984.7,66164.8,745427,318566.6,169709,150946.7,183946.6,227634.3,55015.4,358592.4,482765.3,453169.7,322574.8,100251.7,274717.2,44045.2,110998.3,141683,73271.5,540764,91148.7,1383988,475481.5,50857.6,587175.8,189127,200790.6,693174.3,53288,196016.9,46309.8,308941.2,1602912.7,148324,29471.8,457453.3,459890.6,68678.9,292651.7,37436.4,935943.9,3158455.1,2397020,1126305.2,3698373.9,2176088.6,615629.7,3444657.6
October 1 2016,17824231,191218.7,52235.5,292487.9,114844.3,2530175.1,322568,242202,63160.5,120152.5,879203,504363.1,79399.3,66036.2,752464.5,320694.4,169362,151626.9,184039.5,228260.5,55557.2,360170.4,481782.6,457037.4,323496,100791.6,276215.6,44703.6,112393.8,140263.7,72821.7,540251.9,91242.1,1388833.2,480212.9,50557.3,589516.3,187960.5,203511.8,691890.8,53359.2,198293.5,46262.8,311486.4,1607270.5,150187.7,29374.2,461879,468759.2,68408,291566.1,37038.7,935061.5,3164260.2,2411326.9,1130120.3,3724680.7,2180142.3,621092.7,3474760.9
January 1 2017,17925256,191910.7,52406.2,295470.3,115234.6,2557629.3,323960.3,241700.2,63433.8,120128.8,887055.2,512198.9,80432,66542.8,747999.6,321288.6,169019.4,151765.8,183808.3,230363.4,55775.4,357968.9,484000.9,456396.1,325431.4,101485.8,275001.8,44638.4,111970.5,142228.3,73342.9,539277.3,90843.4,1416664.2,482586.2,50449.6,590154.7,189410.4,205192.8,688008.8,52546.1,200292.6,46149.3,311661.4,1621887,150474.1,29402.1,460873.2,473286.8,69879.2,292607.1,37450.7,936729,3186004.5,2408468.3,1129981.3,3748966.8,2198811.7,623591,3511657.2
April 1 2017,18021048,191899.3,52588,296693.1,115324.7,2592698.4,326787.8,244427.9,62304.6,120110.1,891391.2,513340.9,80274,67671,750532.1,321536.3,168668.6,151251.2,183804.1,230724.7,55809.9,358294.1,488634.2,457873.4,324826.5,100995.8,277554.4,45146.2,113440.3,142858.3,73535,542817.8,90979.1,1409237.8,483343.1,51382.7,593026.4,192224.7,207683.8,690333.8,52930.4,201189,45742.7,311996.7,1638658.4,151865.3,29283.3,463106.8,480097.5,69614.3,292985.1,38308.8,944584.8,3183357.3,2415974,1133044.1,3758417,2219575.1,630269.8,3556681.1
July 1 2017,18163558,192940.6,53177,301834.2,114851.7,2624367.1,332138.4,244414.8,62949.7,122352.1,897512.2,517368.6,80850,68190.2,756711.6,322278.7,167523.3,151247.5,184522.2,231602.2,56380.4,360190.9,493803.1,458999.3,323894.9,101435.8,279104.1,45176,113536.6,145171.7,74969.4,546329.2,91700.4,1417256.2,485699.2,50999.4,596350.9,192187.6,209216.4,697147.4,53124.9,202138.4,45550.3,313785.9,1655672.3,154379.6,29442.7,466147,486726.7,70040.5,296420.9,38090.2,952092.9,3206405.5,2430782.8,1132071.8,3779796.4,2242636.6,638538.9,3600001.9
October 1 2017,18322464,195345,52738.3,303625.1,115975.9,2668034.2,335408.4,244187.3,62272.2,121454,908509.5,523467,81307.1,68868.6,759308.5,325878.8,168526.9,151598.3,186029,232802,56791.7,363666.6,496921.1,463247.5,327138,102145.3,281107.3,45156.4,113494.3,144675.1,74628.1,545696,91851.6,1432609.8,490365.9,51227.3,597728.8,192354.1,212410.1,699212.5,53356,203870.2,45033.4,317905,1668839.5,155797.5,29498.3,469044.4,494982.6,70081.7,296615.4,38138.7,955346.6,3225316.7,2442812.3,1138360.6,3817395.6,2257912.3,643962.7,3654674.4
January 1 2018,18438254,196462.2,52638.9,307712.1,116256.2,2681388.1,336142,244658.1,62374.5,123158.5,916712.7,522994.9,81835.6,69613.3,765063.9,328059.9,170756.4,153418.5,185815.5,235760.6,56971.5,365940.2,500791.6,468059.3,329301.1,102013.5,281771.6,45654.1,115025.4,147678.5,75555.6,552188.9,92004.7,1428720.5,491603.4,51705.5,599696.4,194788.7,213964.1,703374.6,53383.5,204382.8,46198.2,318809.8,1684726,157159.7,29536.4,472475.4,501491.3,70052.4,299968.1,37749.5,960853.5,3235831.9,2460897.6,1148378.5,3835143.1,2280530.8,646970.1,3679616.3
April 1 2018,18598135,197698.7,52825.5,309716.9,117337.1,2720177.3,340405.5,243649.8,62472.7,123322,920208.6,526149.8,82689.9,70211.4,766486.1,328477.5,172525.2,154589.7,187036,237027.9,57431.8,369137.1,505668.9,470249.8,333190,103083.5,285326.2,46073.8,114272.7,148870.7,75776.5,554721.6,93239.1,1437036,497554.6,52742,603655.5,196127.1,215435.5,710730.2,53723.5,206270,46318.7,322992.1,1705457.8,158407.4,29777.2,475405.4,509560.7,71267.8,300728.4,37911,965986.8,3257374.5,2469637.8,1159181.9,3863870.6,2305794.6,653669.7,3730187.4
July 1 2018,18732720,199129,53289.1,313807.9,117606.1,2732524.9,342943.1,246431.1,63317.3,124728.4,930598.2,532652.1,82854,70707.3,773851.8,330262.8,172949.6,155217.5,187660.8,238006.4,57827.6,369751.7,508175.2,472547.8,336527,103125.6,286267.8,46333.6,113381,150215.3,76214,557687.9,94205.5,1443137.3,499047.3,53512,609506.3,196680.2,217696.1,716278.8,53312.5,208104.7,46747.8,326922.6,1722114.8,159487,29801.3,479769.9,517035.2,72315.3,302376.1,38083.7,971721.2,3274796.3,2488584.4,1164822,3896812.5,2328172.6,658222.6,3754257.8
October 1 2018,18783548,200453.8,53616,315585.6,117975.7,2752513.7,344816.3,244964,62894.5,124717.7,931973.7,534198.9,83228.1,71469.5,773800.6,330395.1,172056.7,155105.1,188349.9,238693.8,57570.9,370611.8,509655.4,471260,336660.1,103126.9,286330.7,46817.3,114000.8,152355,75786.5,558422,94969.2,1433650.9,501119.8,53532.5,608720,198502.4,219150.3,716905.1,54080,210053,46697.3,325975.1,1738757.5,160144.7,29886.2,480372.2,518602.4,72290.2,303418.3,38415.9,971908.4,3266811.3,2487621,1164591.4,3906472.8,2349130.1,662319.4,3780130.7
January 1 2019,18927281,201554.6,53856.2,318103.5,118447.2,2771273.1,349449,247584.7,62978.8,125066.8,942840.3,536155.3,83268.6,71846.4,778055.2,330246.9,172926.5,154682.3,188393.5,238690.2,58243.5,372262.4,515184.2,471390.6,336350.8,103393.9,288694.6,46764.2,113870.2,152735.5,77367.1,561363,95932.8,1454849.6,505181.1,53822.5,612264.6,199759.8,220712.6,722835,54711.6,211884.5,46514.2,328595.3,1761259.1,162884.3,30300.2,482731.9,525027.9,71890.4,304263.2,38939.6,983349.4,3299206.2,2496255,1167097.3,3931804.8,2376331.2,670565.7,3807528.3
April 1 2019,19021860,202432.7,54402.3,320415.8,118975.1,2784467.2,351997.1,248173.3,63260.6,125722.9,947560.9,537596.8,83372.7,72265.7,780258.8,331073.8,173400,155515.6,188863.3,239695.8,58326.3,373690.1,517128.5,472734.3,338002.6,103980.6,290121,47055.1,114543.2,153710.7,77629.8,562347.5,96903,1460849.2,507133.6,54069.5,614178.9,201099.4,221829.1,725884.6,54911.3,212838.3,46706.9,329670.3,1781681.3,164109.1,30400.2,484997.8,529115.2,72201.6,305093.9,39341.7,986526.9,3311621.4,2503374,1172594.6,3948003.6,2401331.7,675446.6,3827530.9
July 1 2019,19121112,203289.5,54727.1,322292.9,119815.6,2798677.2,354299.5,249471.6,63260,126168.3,953208.6,540603.1,83460.3,72705.6,783066.9,332952,173942.7,156376.9,189569.4,241432.8,58632.3,374654.2,519917.7,474300.7,339646.4,104458.7,291857,47322.6,115183.7,154582,78057.9,565530,97527.2,1462686.7,509607.7,54222.3,616743.2,202058.6,222822.3,729745.6,55133.6,213872.3,46915.2,331633.5,1799059,165421.2,30533.6,486891.7,533111.1,72289.7,306257,39472.1,991703.7,3321769,2513348.9,1178391.1,3968738.5,2422128.5,679922.8,3848006
October 1 2019,19221970,204484.3,54786,324915.4,120535.7,2813699,356560.8,250045.1,63621.5,126783.9,959426.6,543789.9,83936,73159.9,786695.2,333889.5,174484.5,157202.4,190636.1,242082.4,58911.3,376935.8,522644.1,477012.6,341009.2,105003.6,293152.2,47580.9,115911.7,155529.5,78436.4,566557.6,98004.9,1467849.3,512578.2,54283.9,619214.2,202338.1,224173.4,733606.8,55433.7,215209.7,47105.2,333308.7,1812110,166818.5,30704.9,489372.3,537642.2,72264.2,307883.7,39472.9,996132.2,3335037.4,2524729.5,1183403.6,3990829.6,2438635.1,684334.4,3870429.1
January 1 2020,18977363,201980.7,54227.8,321939.6,118997.1,2780246.8,352864.3,247129.1,62718.4,125512.5,947409,537270.5,82187.7,72393.2,775846.4,329131.2,172955.5,155974.7,187786.1,237953.7,57955.1,372139,515853.3,468704.6,337517,103624.3,289609.8,46928.1,115532.3,152221.2,77292.3,558650.7,97236.3,1436703.2,505898.2,53926.7,610491.6,200280.8,221668.3,723046.2,54547.3,212591.2,46842.6,328009.3,1800689.1,165506.6,30223.3,484652.6,530815.6,71340.6,303986.8,39108,982957.3,3278202.3,2488191.4,1172575.5,3939664.7,2421363.9,677543.7,3821950.6
